success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,user_agent,device,browser,browser_version,platform,platform_version,rt,response,task,correct_response,correct,pred_class
,,,,,html-keyboard-response,14,257167,0.0-4.0-0.5,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,15,281432,0.0-4.0-1.5,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,24249,5,response_1,Andrena bicolor,FALSE,
,,,,,html-button-response,16,286181,0.0-5.0,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,4748,0,,,,
,,,,,html-keyboard-response,17,286938,0.0-6.0-0.0,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,18,299476,0.0-6.0-1.0,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,12532,3,response_pred,Bombus lucorum,FALSE,Bombus hortorum
,,,,,html-keyboard-response,19,299980,0.0-6.0-0.1,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,20,314676,0.0-6.0-1.1,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,14689,4,response_pred,Bombus hortorum,FALSE,Bombus pratorum
,,,,,html-keyboard-response,21,315439,0.0-6.0-0.2,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,22,328716,0.0-6.0-1.2,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,13252,1,response_pred,Andrena flavipes,TRUE,Andrena flavipes
,,,,,html-keyboard-response,23,329478,0.0-6.0-0.3,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,24,359838,0.0-6.0-1.3,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,30348,2,response_pred,Andrena bicolor,FALSE,Andrena bicolor
,,,,,html-keyboard-response,25,360599,0.0-6.0-0.4,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,26,364760,0.0-6.0-1.4,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,4148,2,response_pred,Andrena fulva,TRUE,Andrena fulva
,,,,,html-keyboard-response,27,365267,0.0-6.0-0.5,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,28,370353,0.0-6.0-1.5,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,5075,5,response_pred,Bombus pratorum,TRUE,Bombus lucorum
,,,,,html-button-response,29,375258,0.0-7.0,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,4904,0,,,,
,,,,,html-keyboard-response,30,375518,0.0-8.0-0.0,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,31,383225,0.0-8.0-1.0,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,7702,5,response_2,Bombus pratorum,TRUE,
,,,,,html-keyboard-response,32,383989,0.0-8.0-0.1,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,33,401475,0.0-8.0-1.1,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,17479,2,response_2,Andrena fulva,TRUE,
,,,,,html-keyboard-response,34,402239,0.0-8.0-0.2,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,35,408520,0.0-8.0-1.2,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,6271,1,response_2,Andrena flavipes,TRUE,
,,,,,html-keyboard-response,36,408776,0.0-8.0-0.3,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,37,414432,0.0-8.0-1.3,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,5649,3,response_2,Bombus lucorum,FALSE,
,,,,,html-keyboard-response,38,414695,0.0-8.0-0.4,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,39,423414,0.0-8.0-1.4,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,8711,4,response_2,Bombus hortorum,FALSE,
,,,,,html-keyboard-response,40,423929,0.0-8.0-0.5,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,41,430708,0.0-8.0-1.5,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,6774,3,response_2,Bombus lucorum,FALSE,
,,,,,html-button-response,42,433088,0.0-9.0,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,2378,0,,,,
,,,,,html-button-response,43,434177,0.0-10.0,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,1088,0,,,,
TRUE,FALSE,[],[],[],preload,0,1052,0.0-0.0,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,,,,,,
,,,,,html-button-response,1,3643,0.0-1.0,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,2585,0,,,,
,,,,,html-button-response,2,58020,0.0-2.0,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,54375,0,,,,
,,,,,html-button-response,3,187374,0.0-3.0,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,129348,0,,,,
,,,,,html-keyboard-response,4,188648,0.0-4.0-0.0,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,
,,,,,image-button-response,5,248906,0.0-4.0-1.0,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,60223,5,response_1,Bombus lucorum,FALSE,
,,,,,html-keyboard-response,6,249411,0.0-4.0-0.1,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,
,,,,,image-button-response,7,293625,0.0-4.0-1.1,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,44207,3,response_1,Andrena flavipes,FALSE,
,,,,,html-keyboard-response,8,294135,0.0-4.0-0.2,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,
,,,,,image-button-response,9,307764,0.0-4.0-1.2,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,13623,2,response_1,Andrena fulva,TRUE,
,,,,,html-keyboard-response,10,308274,0.0-4.0-0.3,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,
,,,,,image-button-response,11,319950,0.0-4.0-1.3,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,11668,4,response_1,Bombus pratorum,FALSE,
,,,,,html-keyboard-response,12,320205,0.0-4.0-0.4,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,
,,,,,image-button-response,13,337792,0.0-4.0-1.4,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,17578,0,response_1,Bombus lucorum,FALSE,
,,,,,html-keyboard-response,14,338058,0.0-4.0-0.5,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,
,,,,,image-button-response,15,342204,0.0-4.0-1.5,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,4138,1,response_1,Andrena bicolor,FALSE,
,,,,,html-button-response,16,351134,0.0-5.0,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,8923,0,,,,
,,,,,html-keyboard-response,17,351898,0.0-6.0-0.0,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,
,,,,,image-button-response,18,369821,0.0-6.0-1.0,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,17914,1,response_pred,Andrena flavipes,TRUE,Andrena flavipes
,,,,,html-keyboard-response,19,370589,0.0-6.0-0.1,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,
,,,,,image-button-response,20,388887,0.0-6.0-1.1,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,18291,0,response_pred,Bombus pratorum,FALSE,Bombus lucorum
,,,,,html-keyboard-response,21,389140,0.0-6.0-0.2,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,
,,,,,image-button-response,22,413433,0.0-6.0-1.2,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,24285,5,response_pred,Bombus lucorum,FALSE,Bombus hortorum
,,,,,html-keyboard-response,23,413943,0.0-6.0-0.3,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,
,,,,,image-button-response,24,423720,0.0-6.0-1.3,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,9770,2,response_pred,Andrena fulva,TRUE,Andrena fulva
,,,,,html-keyboard-response,25,423974,0.0-6.0-0.4,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,
,,,,,image-button-response,26,446140,0.0-6.0-1.4,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,22158,5,response_pred,Bombus hortorum,FALSE,Bombus pratorum
,,,,,html-keyboard-response,27,446653,0.0-6.0-0.5,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,
,,,,,image-button-response,28,460307,0.0-6.0-1.5,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,13646,1,response_pred,Andrena bicolor,FALSE,Andrena bicolor
,,,,,html-button-response,29,465249,0.0-7.0,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,4937,0,,,,
,,,,,html-keyboard-response,30,465762,0.0-8.0-0.0,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,
,,,,,image-button-response,31,481765,0.0-8.0-1.0,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,15994,1,response_2,Andrena bicolor,FALSE,
,,,,,html-keyboard-response,32,482019,0.0-8.0-0.1,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,
,,,,,image-button-response,33,491333,0.0-8.0-1.1,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,9305,2,response_2,Andrena fulva,TRUE,
,,,,,html-keyboard-response,34,491595,0.0-8.0-0.2,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,
,,,,,image-button-response,35,509601,0.0-8.0-1.2,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,17999,5,response_2,Bombus pratorum,TRUE,
,,,,,html-keyboard-response,36,509870,0.0-8.0-0.3,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,
,,,,,image-button-response,37,521389,0.0-8.0-1.3,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,11513,3,response_2,Bombus hortorum,TRUE,
,,,,,html-keyboard-response,38,521642,0.0-8.0-0.4,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,
,,,,,image-button-response,39,525698,0.0-8.0-1.4,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,4050,1,response_2,Andrena flavipes,TRUE,
,,,,,html-keyboard-response,40,526453,0.0-8.0-0.5,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,
,,,,,image-button-response,41,534776,0.0-8.0-1.5,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,8318,3,response_2,Bombus hortorum,TRUE,
,,,,,html-button-response,42,539827,0.0-9.0,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,5049,0,,,,
,,,,,html-button-response,43,542205,0.0-10.0,16,1,2023-03-15 7:43:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,2375,0,,,,
TRUE,FALSE,[],[],[],preload,0,599,0.0-0.0,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,,,,,,
,,,,,html-button-response,1,5279,0.0-1.0,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,4678,0,,,,
,,,,,html-button-response,2,40466,0.0-2.0,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,35187,0,,,,
,,,,,html-button-response,3,172557,0.0-3.0,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,132093,0,,,,
,,,,,html-keyboard-response,4,174070,0.0-4.0-0.0,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,5,190496,0.0-4.0-1.0,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,16420,4,response_1,Bombus pratorum,FALSE,
,,,,,html-keyboard-response,6,191249,0.0-4.0-0.1,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,7,210386,0.0-4.0-1.1,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,19135,0,response_1,Andrena bicolor,TRUE,
,,,,,html-keyboard-response,8,210644,0.0-4.0-0.2,7,1,2023-03-14 17:39:05,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
