success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,user_agent,device,browser,browser_version,platform,platform_version,rt,response,task,correct_response,correct,pred_class
,,,,,html-keyboard-response,21,414130,0.0-6.0-0.2,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,null,null,fixation,,,
,,,,,image-button-response,22,419071,0.0-6.0-1.2,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,4927,2,response_pred,Andrena fulva,TRUE,Andrena fulva
,,,,,html-keyboard-response,23,419575,0.0-6.0-0.3,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,null,null,fixation,,,
,,,,,image-button-response,24,425013,0.0-6.0-1.3,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,5427,4,response_pred,Bombus pratorum,FALSE,Bombus lucorum
,,,,,html-keyboard-response,25,425766,0.0-6.0-0.4,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,null,null,fixation,,,
,,,,,image-button-response,26,439988,0.0-6.0-1.4,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,14200,4,response_pred,Bombus lucorum,TRUE,Bombus hortorum
,,,,,html-keyboard-response,27,440242,0.0-6.0-0.5,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,null,null,fixation,,,
,,,,,image-button-response,28,448111,0.0-6.0-1.5,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,7845,1,response_pred,Andrena flavipes,TRUE,Andrena flavipes
,,,,,html-button-response,29,455376,0.0-7.0,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,7258,0,,,,
,,,,,html-keyboard-response,30,455879,0.0-8.0-0.0,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,null,null,fixation,,,
,,,,,image-button-response,31,468607,0.0-8.0-1.0,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,12713,3,response_2,Bombus hortorum,TRUE,
,,,,,html-keyboard-response,32,469363,0.0-8.0-0.1,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,null,null,fixation,,,
,,,,,image-button-response,33,476966,0.0-8.0-1.1,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,7588,5,response_2,Andrena fulva,FALSE,
,,,,,html-keyboard-response,34,477471,0.0-8.0-0.2,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,null,null,fixation,,,
,,,,,image-button-response,35,487357,0.0-8.0-1.2,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,9864,2,response_2,Andrena bicolor,FALSE,
,,,,,html-keyboard-response,36,488111,0.0-8.0-0.3,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,null,null,fixation,,,
,,,,,image-button-response,37,496217,0.0-8.0-1.3,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,8093,1,response_2,Andrena flavipes,TRUE,
,,,,,html-keyboard-response,38,496721,0.0-8.0-0.4,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,null,null,fixation,,,
,,,,,image-button-response,39,527981,0.0-8.0-1.4,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,31247,4,response_2,Bombus pratorum,FALSE,
,,,,,html-keyboard-response,40,528237,0.0-8.0-0.5,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,null,null,fixation,,,
,,,,,image-button-response,41,540878,0.0-8.0-1.5,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,12605,5,response_2,Bombus lucorum,FALSE,
,,,,,html-button-response,42,543738,0.0-9.0,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,2855,0,,,,
,,,,,html-button-response,43,544982,0.0-10.0,17,1,2023-03-15 9:09:20,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (X11; Linux x86_64; rv:109.0) Gecko/20100101 Firefox/113.0,,Firefox,113,Linux,,1240,0,,,,
TRUE,FALSE,[],[],[],preload,0,666,0.0-0.0,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,,,,,,
,,,,,html-button-response,1,7408,0.0-1.0,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,6740,0,,,,
,,,,,html-button-response,2,54476,0.0-2.0,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,47066,0,,,,
,,,,,html-button-response,3,156261,0.0-3.0,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,101780,0,,,,
,,,,,html-keyboard-response,4,157537,0.0-4.0-0.0,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,
,,,,,image-button-response,5,201513,0.0-4.0-1.0,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,43965,4,response_1,Bombus lucorum,TRUE,
,,,,,html-keyboard-response,6,202267,0.0-4.0-0.1,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,
,,,,,image-button-response,7,221810,0.0-4.0-1.1,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,19544,0,response_1,Bombus lucorum,FALSE,
,,,,,html-keyboard-response,8,222575,0.0-4.0-0.2,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,
,,,,,image-button-response,9,232782,0.0-4.0-1.2,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,10214,2,response_1,Andrena bicolor,FALSE,
,,,,,html-keyboard-response,10,233548,0.0-4.0-0.3,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,
,,,,,image-button-response,11,239627,0.0-4.0-1.3,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,6079,3,response_1,Andrena flavipes,FALSE,
,,,,,html-keyboard-response,12,240381,0.0-4.0-0.4,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,
,,,,,image-button-response,13,263753,0.0-4.0-1.4,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,23374,0,response_1,Andrena flavipes,FALSE,
,,,,,html-keyboard-response,14,264265,0.0-4.0-0.5,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,
,,,,,image-button-response,15,275235,0.0-4.0-1.5,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,10968,4,response_1,Bombus pratorum,FALSE,
,,,,,html-button-response,16,294003,0.0-5.0,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,18765,0,,,,
,,,,,html-keyboard-response,17,294755,0.0-6.0-0.0,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,
,,,,,image-button-response,18,304668,0.0-6.0-1.0,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,9911,4,response_pred,Bombus hortorum,FALSE,Bombus pratorum
,,,,,html-keyboard-response,19,305432,0.0-6.0-0.1,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,
,,,,,image-button-response,20,316953,0.0-6.0-1.1,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,11519,3,response_pred,Bombus lucorum,FALSE,Bombus hortorum
,,,,,html-keyboard-response,21,317208,0.0-6.0-0.2,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,
,,,,,image-button-response,22,322404,0.0-6.0-1.2,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,5192,2,response_pred,Andrena fulva,TRUE,Andrena fulva
,,,,,html-keyboard-response,23,322657,0.0-6.0-0.3,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,
,,,,,image-button-response,24,342670,0.0-6.0-1.3,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,20010,5,response_pred,Bombus pratorum,TRUE,Bombus lucorum
,,,,,html-keyboard-response,25,342937,0.0-6.0-0.4,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,
,,,,,image-button-response,26,355154,0.0-6.0-1.4,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,12215,0,response_pred,Andrena bicolor,TRUE,Andrena bicolor
,,,,,html-keyboard-response,27,355662,0.0-6.0-0.5,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,
,,,,,image-button-response,28,363786,0.0-6.0-1.5,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,8120,1,response_pred,Andrena flavipes,TRUE,Andrena flavipes
,,,,,html-button-response,29,366754,0.0-7.0,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,2965,0,,,,
,,,,,html-keyboard-response,30,367008,0.0-8.0-0.0,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,
,,,,,image-button-response,31,382087,0.0-8.0-1.0,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,15075,3,response_2,Bombus pratorum,FALSE,
,,,,,html-keyboard-response,32,382353,0.0-8.0-0.1,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,
,,,,,image-button-response,33,386521,0.0-8.0-1.1,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,4163,2,response_2,Andrena fulva,TRUE,
,,,,,html-keyboard-response,34,387284,0.0-8.0-0.2,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,
,,,,,image-button-response,35,390904,0.0-8.0-1.2,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,3616,2,response_2,Andrena fulva,TRUE,
,,,,,html-keyboard-response,36,391671,0.0-8.0-0.3,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,
,,,,,image-button-response,37,404837,0.0-8.0-1.3,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,13161,0,response_2,Andrena bicolor,TRUE,
,,,,,html-keyboard-response,38,405596,0.0-8.0-0.4,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,
,,,,,image-button-response,39,414571,0.0-8.0-1.4,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,8971,2,response_2,Bombus hortorum,FALSE,
,,,,,html-keyboard-response,40,415076,0.0-8.0-0.5,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,
,,,,,image-button-response,41,418905,0.0-8.0-1.5,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,3824,4,response_2,Bombus hortorum,FALSE,
,,,,,html-button-response,42,423171,0.0-9.0,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,4265,0,,,,
,,,,,html-button-response,43,425772,0.0-10.0,19,1,2023-03-15 11:50:13,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,2598,0,,,,
TRUE,FALSE,[],[],[],preload,0,928,0.0-0.0,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,,,,,,
,,,,,html-button-response,1,67960,0.0-1.0,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,67030,0,,,,
,,,,,html-button-response,2,103678,0.0-2.0,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,35717,0,,,,
,,,,,html-button-response,3,183402,0.0-3.0,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,79721,0,,,,
,,,,,html-keyboard-response,4,184664,0.0-4.0-0.0,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,5,206612,0.0-4.0-1.0,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,21943,0,response_1,Andrena flavipes,FALSE,
,,,,,html-keyboard-response,6,207123,0.0-4.0-0.1,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,7,222298,0.0-4.0-1.1,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,15167,5,response_1,Bombus pratorum,TRUE,
,,,,,html-keyboard-response,8,223062,0.0-4.0-0.2,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,9,236205,0.0-4.0-1.2,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,13136,4,response_1,Bombus hortorum,FALSE,
,,,,,html-keyboard-response,10,236460,0.0-4.0-0.3,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,11,249591,0.0-4.0-1.3,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,13128,0,response_1,Andrena bicolor,TRUE,
,,,,,html-keyboard-response,12,250345,0.0-4.0-0.4,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,null,null,fixation,,,
,,,,,image-button-response,13,256403,0.0-4.0-1.4,18,1,2023-03-15 11:03:50,95c447948bfde634df5be7bb21c2f1af,Mozilla/5.0 (Windows NT 10.0; Win64; x64; rv:109.0) Gecko/20100101 Firefox/110.0,,Firefox,110,Windows,10,6053,2,response_1,Andrena fulva,TRUE,
