success,timeout,failed_images,failed_audio,failed_video,trial_type,trial_index,time_elapsed,internal_node_id,run_id,condition,recorded_at,source_code_version,user_agent,device,browser,browser_version,platform,platform_version,rt,response,task,correct_response,correct,pred_class,fbclid
,,,,,html-button-response,1,5857,0.0-1.0,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,5262,0,,,,,
,,,,,html-button-response,2,55303,0.0-2.0,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,49445,0,,,,,
,,,,,html-button-response,3,98992,0.0-3.0,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,43687,0,,,,,
,,,,,html-keyboard-response,4,100759,0.0-4.0-0.0,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,5,138942,0.0-4.0-1.0,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,38174,5,response_1,Bombus pratorum,TRUE,,
,,,,,html-keyboard-response,6,139208,0.0-4.0-0.1,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,7,151293,0.0-4.0-1.1,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,12079,4,response_1,Bombus pratorum,FALSE,,
,,,,,html-keyboard-response,8,152045,0.0-4.0-0.2,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,9,161437,0.0-4.0-1.2,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,9386,1,response_1,Andrena bicolor,FALSE,,
,,,,,html-keyboard-response,10,162188,0.0-4.0-0.3,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,11,168392,0.0-4.0-1.3,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,6202,2,response_1,Andrena flavipes,FALSE,,
,,,,,html-keyboard-response,12,168657,0.0-4.0-0.4,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,13,180333,0.0-4.0-1.4,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,11665,3,response_1,Andrena fulva,FALSE,,
,,,,,html-keyboard-response,14,181084,0.0-4.0-0.5,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,15,185516,0.0-4.0-1.5,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,4427,3,response_1,Bombus hortorum,TRUE,,
,,,,,html-button-response,16,195181,0.0-5.0,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,9663,0,,,,,
,,,,,html-keyboard-response,17,195932,0.0-6.0-0.0,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,18,210882,0.0-6.0-1.0,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,14941,0,response_pred,Andrena bicolor,TRUE,Andrena bicolor,
,,,,,html-keyboard-response,19,211137,0.0-6.0-0.1,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,20,233726,0.0-6.0-1.1,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,22581,3,response_pred,Bombus pratorum,FALSE,Bombus lucorum,
,,,,,html-keyboard-response,21,233978,0.0-6.0-0.2,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,22,240758,0.0-6.0-1.2,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,6773,2,response_pred,Andrena fulva,TRUE,Andrena fulva,
,,,,,html-keyboard-response,23,241260,0.0-6.0-0.3,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,24,282438,0.0-6.0-1.3,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,41174,4,response_pred,Bombus lucorum,TRUE,Bombus hortorum,
,,,,,html-keyboard-response,25,283190,0.0-6.0-0.4,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,26,305370,0.0-6.0-1.4,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,22173,3,response_pred,Bombus hortorum,TRUE,Bombus pratorum,
,,,,,html-keyboard-response,27,305623,0.0-6.0-0.5,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,28,315445,0.0-6.0-1.5,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,9808,1,response_pred,Andrena flavipes,TRUE,Andrena flavipes,
,,,,,html-button-response,29,324475,0.0-7.0,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,9029,0,,,,,
,,,,,html-keyboard-response,30,324977,0.0-8.0-0.0,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,31,335818,0.0-8.0-1.0,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,10835,3,response_2,Andrena fulva,FALSE,,
,,,,,html-keyboard-response,32,336570,0.0-8.0-0.1,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,33,342465,0.0-8.0-1.1,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,5890,4,response_2,Bombus lucorum,TRUE,,
,,,,,html-keyboard-response,34,342967,0.0-8.0-0.2,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,35,345852,0.0-8.0-1.2,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,2878,1,response_2,Andrena bicolor,FALSE,,
,,,,,html-keyboard-response,36,346114,0.0-8.0-0.3,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,37,354794,0.0-8.0-1.3,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,8670,3,response_2,Bombus hortorum,TRUE,,
,,,,,html-keyboard-response,38,355296,0.0-8.0-0.4,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,39,364463,0.0-8.0-1.4,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,9161,4,response_2,Bombus lucorum,TRUE,,
,,,,,html-keyboard-response,40,364980,0.0-8.0-0.5,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,null,null,fixation,,,,
,,,,,image-button-response,41,372327,0.0-8.0-1.5,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,7338,1,response_2,Andrena flavipes,TRUE,,
,,,,,html-button-response,42,375830,0.0-9.0,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,3503,0,,,,,
,,,,,html-button-response,43,377349,0.0-10.0,29,1,2023-03-15 19:15:26,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Windows NT 10.0; Win64; x64) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",WebKit,Chrome,111.0.0.0,Windows,10,1518,0,,,,,
TRUE,FALSE,[],[],[],preload,0,1208,0.0-0.0,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,,,,,,,
,,,,,html-button-response,1,8381,0.0-1.0,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,7172,0,,,,,
,,,,,html-button-response,2,52729,0.0-2.0,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,44349,0,,,,,
,,,,,html-button-response,3,101315,0.0-3.0,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,48585,0,,,,,
,,,,,html-keyboard-response,4,103084,0.0-4.0-0.0,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,,
,,,,,image-button-response,5,146439,0.0-4.0-1.0,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,43348,5,response_1,Bombus pratorum,TRUE,,
,,,,,html-keyboard-response,6,146943,0.0-4.0-0.1,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,,
,,,,,image-button-response,7,160231,0.0-4.0-1.1,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,13285,0,response_1,Andrena bicolor,TRUE,,
,,,,,html-keyboard-response,8,160733,0.0-4.0-0.2,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,,
,,,,,image-button-response,9,178788,0.0-4.0-1.2,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,18052,4,response_1,Bombus lucorum,TRUE,,
,,,,,html-keyboard-response,10,179549,0.0-4.0-0.3,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,,
,,,,,image-button-response,11,203477,0.0-4.0-1.3,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,23925,1,response_1,Andrena flavipes,TRUE,,
,,,,,html-keyboard-response,12,204235,0.0-4.0-0.4,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,,
,,,,,image-button-response,13,223915,0.0-4.0-1.4,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,19677,1,response_1,Andrena flavipes,TRUE,,
,,,,,html-keyboard-response,14,224175,0.0-4.0-0.5,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,,
,,,,,image-button-response,15,234109,0.0-4.0-1.5,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,9931,2,response_1,Andrena fulva,TRUE,,
,,,,,html-button-response,16,251695,0.0-5.0,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,17584,0,,,,,
,,,,,html-keyboard-response,17,251953,0.0-6.0-0.0,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,,
,,,,,image-button-response,18,261092,0.0-6.0-1.0,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,9136,2,response_pred,Andrena fulva,TRUE,Andrena fulva,
,,,,,html-keyboard-response,19,261852,0.0-6.0-0.1,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,,
,,,,,image-button-response,20,279305,0.0-6.0-1.1,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,17450,0,response_pred,Andrena bicolor,TRUE,Andrena bicolor,
,,,,,html-keyboard-response,21,279565,0.0-6.0-0.2,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,,
,,,,,image-button-response,22,293130,0.0-6.0-1.2,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,13562,3,response_pred,Bombus hortorum,TRUE,Bombus pratorum,
,,,,,html-keyboard-response,23,293633,0.0-6.0-0.3,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,,
,,,,,image-button-response,24,305203,0.0-6.0-1.3,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,11567,1,response_pred,Andrena flavipes,TRUE,Andrena flavipes,
,,,,,html-keyboard-response,25,305468,0.0-6.0-0.4,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,,
,,,,,image-button-response,26,326816,0.0-6.0-1.4,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,21346,5,response_pred,Bombus pratorum,TRUE,Bombus lucorum,
,,,,,html-keyboard-response,27,327577,0.0-6.0-0.5,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,,
,,,,,image-button-response,28,343332,0.0-6.0-1.5,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,15752,4,response_pred,Bombus lucorum,TRUE,Bombus hortorum,
,,,,,html-button-response,29,350019,0.0-7.0,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,6685,0,,,,,
,,,,,html-keyboard-response,30,350774,0.0-8.0-0.0,25,1,2023-03-15 17:16:10,95c447948bfde634df5be7bb21c2f1af,"Mozilla/5.0 (Macintosh; Intel Mac OS X 10_15_7) AppleWebKit/537.36 (KHTML, like Gecko) Chrome/111.0.0.0 Safari/537.36",Macintosh,Chrome,111.0.0.0,OS X,10_15_7,null,null,fixation,,,,
